"Id","WeightKg_name","BMI_name","calories"
1503960366,52.59999847,22.64999962,1816.41935483871
1927972279,133.5,47.54000092,2172.8064516129
2873212765,57,21.570000645,1916.96774193548
4319703577,72.35000229,27.41499996,2037.67741935484
4558609924,69.63999939,27.213999938,2033.25806451613
5577150313,90.69999695,28,3359.63333333333
6962181067,61.553333791,24.0279997496667,1982.03225806452
8877689391,85.1458342879167,25.4870833570833,3420.25806451613
